mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-01766,EP,index (7).html,History & Vitals,,afibCardioversion,Plans for Cardioversion,text/binary,Unknown,Procedure,procedure,afibcardioversion,Refactor,Procedure review
MAP-01767,EP,index (7).html,History & Vitals,,afibChads,CHADs-VA,number,Unknown,Assessment,calc_result,afibchads,Refactor,Clinical rule review
MAP-01768,EP,index (7).html,History & Vitals,,afibHasBled,HAS-BLED,number,Unknown,Assessment,calc_result,afibhasbled,Refactor,Clinical rule review
MAP-01769,EP,index (7).html,History & Vitals,,afibPriorAblation,Prior Ablation Attempt,text/binary,Unknown,Procedure,procedure,afibpriorablation,Refactor,Procedure review
MAP-01770,EP,index (7).html,History & Vitals,,afibContraOAC,Contraindication to OAC,text/binary,Unknown,Condition,condition,afibcontraoac,Refactor,Terminology review
MAP-01771,EP,index (7).html,History & Vitals,,afibMajorBleed,Prior Major Bleeding,text/binary,Unknown,Safety event,complication,afibmajorbleed,Refactor,Endpoint review
MAP-01772,EP,index (7).html,History & Vitals,,hx_cardiacArrest,Cardiac Arrest,text/binary,Unknown,Safety event,complication,hx_cardiacarrest,Refactor,Endpoint review
MAP-01773,EP,index (7).html,History & Vitals,,arrestBradycardia,Arrest: Bradycardia,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01774,EP,index (7).html,History & Vitals,,arrestVF,Arrest: VF,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01775,EP,index (7).html,History & Vitals,,arrestVT,Arrest: VT,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01776,EP,index (7).html,History & Vitals,,arrestAsystole,Asystole Arrest,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01777,EP,index (7).html,History & Vitals,,hx_icm,Cardiomyopathy,text/binary,Unknown,Condition,condition,hx_icm,Refactor,Terminology review
MAP-01778,EP,index (7).html,History & Vitals,,icmTimeframe,Cardiomyopathy Timeframe,coded select,Unknown,Condition,condition,icmtimeframe,Refactor,Terminology review
MAP-01779,EP,index (7).html,History & Vitals,,icmGDMT,Cardiomyopathy GDMT,coded select,Unknown,Condition,condition,icmgdmt,Refactor,Terminology review
MAP-01780,EP,index (7).html,History & Vitals,,hx_hf,Heart Failure,text/binary,Unknown,Condition,condition,hx_hf,Refactor,Terminology review
MAP-01781,EP,index (7).html,History & Vitals,,hfType,HF Type,coded select,Unknown,Condition,condition,hftype,Refactor,Terminology review
MAP-01782,EP,index (7).html,History & Vitals,,hx_ca,Coronary Angiography,text/binary,Unknown,Procedure,procedure,hx_ca,Refactor,Procedure review
MAP-01783,EP,index (7).html,History & Vitals,,caRecent,CA within 6 months,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01784,EP,index (7).html,History & Vitals,,caAfterArrest,CA After Arrest,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01785,EP,index (7).html,History & Vitals,,hx_cad,CAD,text/binary,Unknown,Condition,condition,hx_cad,Refactor,Terminology review
MAP-01786,EP,index (7).html,History & Vitals,,hx_mi,Prior MI,text/binary,Unknown,Outcome,clinical_event,hx_mi,Refactor,Endpoint review
MAP-01787,EP,index (7).html,History & Vitals,,hx_pci,Prior PCI,text/binary,Unknown,Procedure,procedure,hx_pci,Refactor,Procedure review
MAP-01788,EP,index (7).html,History & Vitals,,pciRecent,PCI within 6 months,text/binary,Unknown,Procedure,procedure,pcirecent,Refactor,Procedure review
MAP-01789,EP,index (7).html,History & Vitals,,hx_cabg,Prior CABG,text/binary,Unknown,Procedure,procedure,hx_cabg,Refactor,Procedure review
MAP-01790,EP,index (7).html,History & Vitals,,cabgRecent,CABG within 6 months,text/binary,Unknown,Procedure,procedure,cabgrecent,Refactor,Procedure review
MAP-01791,EP,index (7).html,History & Vitals,,hx_valve,Valvular HD,text/binary,Unknown,Condition,condition,hx_valve,Refactor,Terminology review
MAP-01792,EP,index (7).html,History & Vitals,,hx_cvd,Cerebrovascular Disease,text/binary,Unknown,Condition,condition,hx_cvd,Refactor,Terminology review
MAP-01793,EP,index (7).html,History & Vitals,,hx_lung,Chronic Lung Disease,text/binary,Unknown,Condition,condition,hx_lung,Refactor,Terminology review
MAP-01794,EP,index (7).html,History & Vitals,,hx_dialysis,On Dialysis,text/binary,Unknown,Condition,condition,hx_dialysis,Refactor,Terminology review
MAP-01795,EP,index (7).html,History & Vitals,,hx_dm,Diabetes Mellitus,text/binary,Unknown,Condition,condition,hx_dm,Refactor,Terminology review
MAP-01796,EP,index (7).html,History & Vitals,,hx_htn,Hypertension,text/binary,Unknown,Condition,condition,hx_htn,Refactor,Terminology review
MAP-01797,EP,index (7).html,History & Vitals,,hx_familialSyndrome,Familial Syndrome,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01798,EP,index (7).html,History & Vitals,,hx_ssd,Sudden Death Syndrome,text/binary,Unknown,Outcome,clinical_event,hx_ssd,Refactor,Endpoint review
MAP-01799,EP,index (7).html,History & Vitals,,ssd_type,Sudden Death Syndrome Type,coded select,Unknown,Outcome,clinical_event,ssd_type,Refactor,Endpoint review
MAP-01800,EP,index (7).html,History & Vitals,,hx_struct,Structural Abnormalities,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01801,EP,index (7).html,History & Vitals,,struct_arvc,Struct: ARVC,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01802,EP,index (7).html,History & Vitals,,struct_congenital,Struct: Congenital HD,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01803,EP,index (7).html,History & Vitals,,struct_hcm,Struct: HCM,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01804,EP,index (7).html,History & Vitals,,struct_infiltrative,Struct: Infiltrative,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01805,EP,index (7).html,History & Vitals,,struct_lv,Struct: LV Abnormality,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01806,EP,index (7).html,History & Vitals,,hx_syncope,Syncope,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01807,EP,index (7).html,History & Vitals,,syncopeRecent,Syncope within 6 months,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01808,EP,index (7).html,History & Vitals,,hx_svt,Paroxysmal SVT,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01809,EP,index (7).html,History & Vitals,,hx_vf,VF,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01810,EP,index (7).html,History & Vitals,,hx_vt,VT,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01811,EP,index (7).html,History & Vitals,,hx_avp,Aortic Valve Procedure,text/binary,Unknown,Procedure,procedure,hx_avp,Refactor,Procedure review
MAP-01812,EP,index (7).html,History & Vitals,,avpType,AVP Type,coded select,Unknown,Module extension,form_response,avptype,Refactor,Domain review
MAP-01813,EP,index (7).html,History & Vitals,,avpRecent,AVP within 6 months,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01814,EP,index (7).html,History & Vitals,,hx_mvp,Mitral Valve Procedure,text/binary,Unknown,Procedure,procedure,hx_mvp,Refactor,Procedure review
MAP-01815,EP,index (7).html,History & Vitals,,mvpType,MVP Type,coded select,Unknown,Module extension,form_response,mvptype,Refactor,Domain review
MAP-01816,EP,index (7).html,History & Vitals,,mvpRecent,MVP within 6 months,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01817,EP,index (7).html,History & Vitals,,hx_cied,Prior CIED,text/binary,Unknown,Procedure,procedure,hx_cied,Refactor,Procedure review
MAP-01818,EP,index (7).html,History & Vitals,,cied_type,Prior CIED Device Type,coded select,Unknown,Procedure,procedure,cied_type,Refactor,Procedure review
MAP-01819,EP,index (7).html,Home Medications,,homeMed_amiodarone,Home Med: Amiodarone,binary medication,Unknown,Medication,medication_statement,homemed_amiodarone,Refactor,Medication review
MAP-01820,EP,index (7).html,Home Medications,,homeMed_disopyramide,Home Med: Disopyramide,binary medication,Unknown,Medication,medication_statement,homemed_disopyramide,Refactor,Medication review
MAP-01821,EP,index (7).html,Home Medications,,homeMed_flecainide,Home Med: Flecainide,binary medication,Unknown,Medication,medication_statement,homemed_flecainide,Refactor,Medication review
MAP-01822,EP,index (7).html,Home Medications,,homeMed_procainamide,Home Med: Procainamide,binary medication,Unknown,Medication,medication_statement,homemed_procainamide,Refactor,Medication review
MAP-01823,EP,index (7).html,Home Medications,,homeMed_propafenone,Home Med: Propafenone,binary medication,Unknown,Medication,medication_statement,homemed_propafenone,Refactor,Medication review
MAP-01824,EP,index (7).html,Home Medications,,homeMed_sotalol,Home Med: Sotalol,binary medication,Unknown,Medication,medication_statement,homemed_sotalol,Refactor,Medication review
MAP-01825,EP,index (7).html,Home Medications,,homeMed_dofetilide,Home Med: Dofetilide,binary medication,Unknown,Medication,medication_statement,homemed_dofetilide,Refactor,Medication review
MAP-01826,EP,index (7).html,Home Medications,,homeMed_dronaderone,Home Med: Dronaderone,binary medication,Unknown,Medication,medication_statement,homemed_dronaderone,Refactor,Medication review
MAP-01827,EP,index (7).html,Home Medications,,homeMed_verapamil,Home Med: Verapamil,binary medication,Unknown,Medication,medication_statement,homemed_verapamil,Refactor,Medication review
MAP-01828,EP,index (7).html,Home Medications,,homeMed_diltiazem,Home Med: Diltiazem,binary medication,Unknown,Outcome,clinical_event,homemed_diltiazem,Refactor,Endpoint review
MAP-01829,EP,index (7).html,Home Medications,,homeMed_warfarin,Home Med: Warfarin,binary medication,Unknown,Medication,medication_statement,homemed_warfarin,Refactor,Medication review
MAP-01830,EP,index (7).html,Home Medications,,homeMed_dabigatran,Home Med: Dabigatran,binary medication,Unknown,Medication,medication_statement,homemed_dabigatran,Refactor,Medication review
MAP-01831,EP,index (7).html,Home Medications,,homeMed_apixaban,Home Med: Apixaban,binary medication,Unknown,Medication,medication_statement,homemed_apixaban,Refactor,Medication review
MAP-01832,EP,index (7).html,Home Medications,,homeMed_rivaroxaban,Home Med: Rivaroxaban,binary medication,Unknown,Medication,medication_statement,homemed_rivaroxaban,Refactor,Medication review
MAP-01833,EP,index (7).html,Home Medications,,homeMed_edoxaban,Home Med: Edoxaban,binary medication,Unknown,Medication,medication_statement,homemed_edoxaban,Refactor,Medication review
MAP-01834,EP,index (7).html,Home Medications,,homeMed_lmwh,Home Med: LMWH,binary medication,Unknown,Medication,medication_statement,homemed_lmwh,Refactor,Medication review
MAP-01835,EP,index (7).html,Home Medications,,homeMed_aspirin,Home Med: Aspirin,binary medication,Unknown,Medication,medication_statement,homemed_aspirin,Refactor,Medication review
MAP-01836,EP,index (7).html,Home Medications,,homeMed_prasugrel,Home Med: Prasugrel,binary medication,Unknown,Medication,medication_statement,homemed_prasugrel,Refactor,Medication review
MAP-01837,EP,index (7).html,Home Medications,,homeMed_clopidogrel,Home Med: Clopidogrel,binary medication,Unknown,Medication,medication_statement,homemed_clopidogrel,Refactor,Medication review
MAP-01838,EP,index (7).html,Home Medications,,homeMed_ticagrelor,Home Med: Ticagrelor,binary medication,Unknown,Medication,medication_statement,homemed_ticagrelor,Refactor,Medication review
MAP-01839,EP,index (7).html,Home Medications,,homeMed_acei,Home Med: ACE-I,binary medication,Unknown,Medication,medication_statement,homemed_acei,Refactor,Medication review
MAP-01840,EP,index (7).html,Home Medications,,homeMed_arb,Home Med: ARB,binary medication,Unknown,Medication,medication_statement,homemed_arb,Refactor,Medication review
MAP-01841,EP,index (7).html,Home Medications,,homeMed_arni,Home Med: ARNI,binary medication,Unknown,Medication,medication_statement,homemed_arni,Refactor,Medication review
MAP-01842,EP,index (7).html,Home Medications,,homeMed_sglt,Home Med: SGLT inhibitor,binary medication,Unknown,Medication,medication_statement,homemed_sglt,Refactor,Medication review
MAP-01843,EP,index (7).html,Home Medications,,homeMed_betablocker,Home Med: Beta Blockers,binary medication,Unknown,Medication,medication_statement,homemed_betablocker,Refactor,Medication review
MAP-01844,EP,index (7).html,Home Medications,,homeMed_mra,Home Med: MRA,binary medication,Unknown,Medication,medication_statement,homemed_mra,Refactor,Medication review
MAP-01845,EP,index (7).html,Home Medications,,homeMed_digoxin,Home Med: Digoxin,binary medication,Unknown,Medication,medication_statement,homemed_digoxin,Refactor,Medication review
MAP-01846,EP,index (7).html,Home Medications,,homeMed_loopdiuretic,Home Med: Loop diuretics,binary medication,Unknown,Medication,medication_statement,homemed_loopdiuretic,Refactor,Medication review
MAP-01847,EP,index (7).html,Home Medications,,homeMed_ivabradine,Home Med: Ivabradine,binary medication,Unknown,Medication,medication_statement,homemed_ivabradine,Refactor,Medication review
MAP-01848,EP,index (7).html,Investigations & Labs,,inv_ecg,ECG,text/binary,Unknown,Diagnostic study,imaging_study,inv_ecg,Refactor,Imaging review
MAP-01849,EP,index (7).html,Investigations & Labs,,ecgAtrialRhythm,ECG Atrial Rhythm,coded select,Unknown,Diagnostic study,imaging_study,ecgatrialrhythm,Refactor,Imaging review
MAP-01850,EP,index (7).html,Investigations & Labs,,ecgNodal,ECG Nodal Rhythm,text/binary,Unknown,Diagnostic study,imaging_study,ecgnodal,Refactor,Imaging review
MAP-01851,EP,index (7).html,Investigations & Labs,,ecgNodalType,ECG Nodal Rhythm Type,coded select,Unknown,Diagnostic study,imaging_study,ecgnodaltype,Refactor,Imaging review
MAP-01852,EP,index (7).html,Investigations & Labs,,ecgVentRhythm,ECG Vent Rhythm,coded select,Unknown,Diagnostic study,imaging_study,ecgventrhythm,Refactor,Imaging review
MAP-01853,EP,index (7).html,Investigations & Labs,,ecgQRS,QRS (msec),number,Unknown,Diagnostic study,imaging_study,ecgqrs,Refactor,Imaging review
MAP-01854,EP,index (7).html,Investigations & Labs,,ecgQRSna,QRS Not Assessed,text/binary,Unknown,Diagnostic study,imaging_study,ecgqrsna,Refactor,Imaging review
MAP-01855,EP,index (7).html,Investigations & Labs,,inv_holter,Holter,text/binary,Unknown,Diagnostic study,imaging_study,inv_holter,Refactor,Imaging review
MAP-01856,EP,index (7).html,Investigations & Labs,,holterAtrialRhythm,Holter Atrial Rhythm,coded select,Unknown,Diagnostic study,imaging_study,holteratrialrhythm,Refactor,Imaging review
MAP-01857,EP,index (7).html,Investigations & Labs,,holterVentRhythm,Holter Vent Rhythm,coded select,Unknown,Diagnostic study,imaging_study,holterventrhythm,Refactor,Imaging review
MAP-01858,EP,index (7).html,Investigations & Labs,,inv_tte,TTE,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01859,EP,index (7).html,Investigations & Labs,,lvef,LVEF (%),number,Unknown,Diagnostic study,imaging_measurement,lvef,Refactor,Imaging review
MAP-01860,EP,index (7).html,Investigations & Labs,,lvefNA,LVEF Not Assessed,text/binary,Unknown,Diagnostic study,imaging_measurement,lvefna,Refactor,Imaging review
MAP-01861,EP,index (7).html,Investigations & Labs,,lvesd,LVESD (mm),number,Unknown,Diagnostic study,imaging_measurement,lvesd,Refactor,Imaging review
MAP-01862,EP,index (7).html,Investigations & Labs,,lvedd,LVEDD (mm),number,Unknown,Diagnostic study,imaging_measurement,lvedd,Refactor,Imaging review
MAP-01863,EP,index (7).html,Investigations & Labs,,rvsp,RVSP (mmHg),number,Unknown,Diagnostic study,imaging_measurement,rvsp,Refactor,Imaging review
MAP-01864,EP,index (7).html,Investigations & Labs,,rvspNA,RVSP Not Assessed,text/binary,Unknown,Diagnostic study,imaging_measurement,rvspna,Refactor,Imaging review
MAP-01865,EP,index (7).html,Investigations & Labs,,inv_sevValve,Severe Valve Disease,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01866,EP,index (7).html,Investigations & Labs,,sevMR,Severe MR,text/binary,Unknown,Diagnostic study,imaging_measurement,sevmr,Refactor,Imaging review
MAP-01867,EP,index (7).html,Investigations & Labs,,sevAS,Severe AS,text/binary,Unknown,Diagnostic study,imaging_measurement,sevas,Refactor,Imaging review
MAP-01868,EP,index (7).html,Investigations & Labs,,sevAR,Severe AR,text/binary,Unknown,Diagnostic study,imaging_measurement,sevar,Refactor,Imaging review
MAP-01869,EP,index (7).html,Investigations & Labs,,sevTR,Severe TR,text/binary,Unknown,Diagnostic study,imaging_measurement,sevtr,Refactor,Imaging review
MAP-01870,EP,index (7).html,Investigations & Labs,,intracardThrombus,Intracardiac Thrombus,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01871,EP,index (7).html,Investigations & Labs,,inv_tee,TEE,text/binary,Unknown,Diagnostic study,imaging_study,inv_tee,Refactor,Imaging review
MAP-01872,EP,index (7).html,Investigations & Labs,,teeThrombus,TEE Atrial Thrombus,text/binary,Unknown,Diagnostic study,imaging_study,teethrombus,Refactor,Imaging review
MAP-01873,EP,index (7).html,Investigations & Labs,,inv_laa,LAA Morphology,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01874,EP,index (7).html,Investigations & Labs,,laaOstial,LAA Ostial Diameter (mm),number,Unknown,Outcome,clinical_event,laaostial,Refactor,Endpoint review
MAP-01875,EP,index (7).html,Investigations & Labs,,laaDepth,LAA Depth (mm),number,Unknown,Diagnostic study,imaging_measurement,laadepth,Refactor,Imaging review
MAP-01876,EP,index (7).html,Investigations & Labs,,inv_tiltTable,Tilting table test performed,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01877,EP,index (7).html,Investigations & Labs,,inv_loopRecorder,Implantable loop recorder performed,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01878,EP,index (7).html,Investigations & Labs,,inv_cardiacCT,Cardiac CT,text/binary,Unknown,Diagnostic study,imaging_study,inv_cardiacct,Refactor,Imaging review
MAP-01879,EP,index (7).html,Investigations & Labs,,inv_cmr,Cardiac MRI,text/binary,Unknown,Diagnostic study,imaging_study,inv_cmr,Refactor,Imaging review
MAP-01880,EP,index (7).html,Investigations & Labs,,creatInit,Creatinine Initial,number,Unknown,Outcome,clinical_event,creatinit,Refactor,Endpoint review
MAP-01881,EP,index (7).html,Investigations & Labs,,creatInitNA,Creat Init Not Collected,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01882,EP,index (7).html,Investigations & Labs,,creatPeak,Creatinine Peak,number,Unknown,Laboratory,lab_result,creatpeak,Refactor,Unit/code review
MAP-01883,EP,index (7).html,Investigations & Labs,,creatPeakNA,Creat Peak Not Collected,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01884,EP,index (7).html,Investigations & Labs,,hgbInit,Hgb Initial,number,Unknown,Outcome,clinical_event,hgbinit,Refactor,Endpoint review
MAP-01885,EP,index (7).html,Investigations & Labs,,hgbInitNA,Hgb Init Not Collected,text/binary,Unknown,Laboratory,lab_result,hgbinitna,Refactor,Unit/code review
MAP-01886,EP,index (7).html,Investigations & Labs,,hgbLowest,Hgb Lowest,number,Unknown,Laboratory,lab_result,hgblowest,Refactor,Unit/code review
MAP-01887,EP,index (7).html,Investigations & Labs,,hgbLowestNA,Hgb Lowest Not Collected,text/binary,Unknown,Laboratory,lab_result,hgblowestna,Refactor,Unit/code review
MAP-01888,EP,index (7).html,Investigations & Labs,,sodium,Sodium,number,Unknown,Laboratory,lab_result,sodium,Refactor,Unit/code review
MAP-01889,EP,index (7).html,Investigations & Labs,,sodiumNA,Sodium Not Collected,text/binary,Unknown,Laboratory,lab_result,sodiumna,Refactor,Unit/code review
MAP-01890,EP,index (7).html,Investigations & Labs,,potassium,Potassium,number,Unknown,Laboratory,lab_result,potassium,Refactor,Unit/code review
MAP-01891,EP,index (7).html,Investigations & Labs,,potassiumNA,Potassium Not Collected,text/binary,Unknown,Laboratory,lab_result,potassiumna,Refactor,Unit/code review
MAP-01892,EP,index (7).html,Investigations & Labs,,magnesium,Magnesium,number,Unknown,Laboratory,lab_result,magnesium,Refactor,Unit/code review
MAP-01893,EP,index (7).html,Investigations & Labs,,magnesiumNA,Magnesium Not Collected,text/binary,Unknown,Laboratory,lab_result,magnesiumna,Refactor,Unit/code review
MAP-01894,EP,index (7).html,Investigations & Labs,,inr,INR,number,Unknown,Laboratory,lab_result,inr,Refactor,Unit/code review
MAP-01895,EP,index (7).html,Investigations & Labs,,inrNA,INR Not Collected,text/binary,Unknown,Laboratory,lab_result,inrna,Refactor,Unit/code review
MAP-01896,EP,index (7).html,Procedure Details,,procStartDate,Procedure Date,date,Unknown,Procedure,procedure,procstartdate,Refactor,Procedure review
MAP-01897,EP,index (7).html,Procedure Details,,procStartTime,Proc Start Time,time,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01898,EP,index (7).html,Procedure Details,,procEndTime,Proc End Time,time,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01899,EP,index (7).html,Procedure Details,,operatorName,Operator,text/binary,Unknown,Attribution,staff_profile,operatorname,Refactor,Security review
MAP-01900,EP,index (7).html,Procedure Details,,crtInd_surv,CRT Ind: Cardiac Arrest Survivors,text/binary,Unknown,Safety event,complication,crtind_surv,Refactor,Endpoint review
MAP-01901,EP,index (7).html,Procedure Details,,crtInd_eps,CRT Ind: Inducible VT by EPS,text/binary,Unknown,Procedure,procedure,crtind_eps,Refactor,Procedure review
MAP-01902,EP,index (7).html,Procedure Details,,crtInd_icmEF,CRT Ind: ICM EF≤35%,text/binary,Unknown,Procedure,procedure,crtind_icmef,Refactor,Procedure review
MAP-01903,EP,index (7).html,Procedure Details,,crtInd_nicmEF,CRT Ind: Non-ICM EF≤35%,text/binary,Unknown,Procedure,procedure,crtind_nicmef,Refactor,Procedure review
MAP-01904,EP,index (7).html,Procedure Details,,crtInd_vtUnresp,CRT Ind: VT not responding to ablation/medical therapy,text/binary,Unknown,Procedure,procedure,crtind_vtunresp,Refactor,Procedure review
MAP-01905,EP,index (7).html,Procedure Details,,crtInherited,CRT: Inherited heart disease w/ SCD risk,text/binary,Unknown,Procedure,procedure,crtinherited,Refactor,Procedure review
MAP-01906,EP,index (7).html,Procedure Details,,crtInh_longqt,CRT Inherited HD: Long QT syndrome,text/binary,Unknown,Procedure,procedure,crtinh_longqt,Refactor,Procedure review
MAP-01907,EP,index (7).html,Procedure Details,,crtInh_hcm,CRT Inherited HD: HCM,text/binary,Unknown,Procedure,procedure,crtinh_hcm,Refactor,Procedure review
MAP-01908,EP,index (7).html,Procedure Details,,crtInh_brugada,CRT Inherited HD: Brugada syndrome,text/binary,Unknown,Procedure,procedure,crtinh_brugada,Refactor,Procedure review
MAP-01909,EP,index (7).html,Procedure Details,,crtInh_arvd,CRT Inherited HD: ARVD/C,text/binary,Unknown,Procedure,procedure,crtinh_arvd,Refactor,Procedure review
MAP-01910,EP,index (7).html,Procedure Details,,crtInh_cpvt,CRT Inherited HD: CPVT,text/binary,Unknown,Procedure,procedure,crtinh_cpvt,Refactor,Procedure review
MAP-01911,EP,index (7).html,Procedure Details,,crtDeviceType,CRT: Device Type,coded select,Unknown,Procedure,procedure,crtdevicetype,Refactor,Procedure review
MAP-01912,EP,index (7).html,Procedure Details,,crtPpmSame,CRT: Pacemaker same procedure,text/binary,Unknown,Procedure,procedure,crtppmsame,Refactor,Procedure review
MAP-01913,EP,index (7).html,Procedure Details,,crtPpmType,CRT: Pacemaker type,coded select,Unknown,Procedure,procedure,crtppmtype,Refactor,Procedure review
MAP-01914,EP,index (7).html,Procedure Details,,crtLbbbQRS,CRT LBBB: QRS width post (msec),number,Unknown,Procedure,procedure,crtlbbbqrs,Refactor,Procedure review
MAP-01915,EP,index (7).html,Procedure Details,,crtLbbbQRSna,CRT LBBB: QRS Not Assessed,text/binary,Unknown,Procedure,procedure,crtlbbbqrsna,Refactor,Procedure review
MAP-01916,EP,index (7).html,Procedure Details,,crtBrady,CRT: Any Bradycardia indications,text/binary,Unknown,Procedure,procedure,crtbrady,Refactor,Procedure review
MAP-01917,EP,index (7).html,Procedure Details,,crtBradyReason,CRT: Bradycardia pacing reason,coded select,Unknown,Procedure,procedure,crtbradyreason,Refactor,Procedure review
MAP-01918,EP,index (7).html,Procedure Details,,crtNewLead,CRT: New lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,crtnewlead,Refactor,Procedure review
MAP-01919,EP,index (7).html,Procedure Details,,crtExistingLead,CRT: Existing lead,text/binary,Unknown,Procedure,device_lead_or_interrogation,crtexistinglead,Refactor,Procedure review
MAP-01920,EP,index (7).html,Procedure Details,,crtLeadStatus,CRT: Lead status,coded select,Unknown,Procedure,device_lead_or_interrogation,crtleadstatus,Refactor,Procedure review
MAP-01921,EP,index (7).html,Procedure Details,,crtAdditionalLead,CRT: Additional lead to existing,text/binary,Unknown,Procedure,device_lead_or_interrogation,crtadditionallead,Refactor,Procedure review
MAP-01922,EP,index (7).html,Procedure Details,,tpmIndication,TPM: Indication,coded select,Unknown,Module extension,form_response,tpmindication,Refactor,Domain review
MAP-01923,EP,index (7).html,Procedure Details,,tpmCause_electrolyte,TPM Cause: Electrolyte imbalance,text/binary,Unknown,Module extension,form_response,tpmcause_electrolyte,Refactor,Domain review
MAP-01924,EP,index (7).html,Procedure Details,,tpmCause_drug,TPM Cause: Drug induced,text/binary,Unknown,Module extension,form_response,tpmcause_drug,Refactor,Domain review
MAP-01925,EP,index (7).html,Procedure Details,,tpmDrug_avBlock,TPM Drug: AV blocking agent,text/binary,Unknown,Registry metadata,form_response,value,Refactor,Domain review
MAP-01926,EP,index (7).html,Procedure Details,,tpmCause_digitalis,TPM Cause: Digitalis toxicity,text/binary,Unknown,Module extension,form_response,tpmcause_digitalis,Refactor,Domain review
MAP-01927,EP,index (7).html,Procedure Details,,tpmCause_antiarr,TPM Cause: Anti-arrhythmic,text/binary,Unknown,Outcome,clinical_event,tpmcause_antiarr,Refactor,Endpoint review
MAP-01928,EP,index (7).html,Procedure Details,,tpmCause_acuteMI,TPM Cause: Acute MI,text/binary,Unknown,Outcome,clinical_event,tpmcause_acutemi,Refactor,Endpoint review
MAP-01929,EP,index (7).html,Procedure Details,,tpmMIType,TPM: Acute MI type,text/binary,Unknown,Outcome,clinical_event,tpmmitype,Refactor,Endpoint review
MAP-01930,EP,index (7).html,Procedure Details,,tpmCause_myocarditis,TPM Cause: Myocarditis,text/binary,Unknown,Module extension,form_response,tpmcause_myocarditis,Refactor,Domain review
MAP-01931,EP,index (7).html,Procedure Details,,tpmCause_endocarditis,TPM Cause: Endocarditis,text/binary,Unknown,Module extension,form_response,tpmcause_endocarditis,Refactor,Domain review
MAP-01932,EP,index (7).html,Procedure Details,,tpmCause_postArrest,TPM Cause: Post cardiac arrest,text/binary,Unknown,Safety event,complication,tpmcause_postarrest,Refactor,Endpoint review
MAP-01933,EP,index (7).html,Procedure Details,,tpmCause_degenerative,TPM Cause: Degenerative,text/binary,Unknown,Module extension,form_response,tpmcause_degenerative,Refactor,Domain review
MAP-01934,EP,index (7).html,Procedure Details,,tpmCause_hypothermia,TPM Cause: Hypothermia,text/binary,Unknown,Module extension,form_response,tpmcause_hypothermia,Refactor,Domain review
MAP-01935,EP,index (7).html,Procedure Details,,tpmCause_bridge,TPM Cause: Bridge to PPM,text/binary,Unknown,Procedure,procedure,tpmcause_bridge,Refactor,Procedure review
MAP-01936,EP,index (7).html,Procedure Details,,tpmCause_postTAVI,TPM Cause: Post TAVI/valve replacement,text/binary,Unknown,Procedure,procedure,tpmcause_posttavi,Refactor,Procedure review
MAP-01937,EP,index (7).html,Procedure Details,,tpmCause_unknown,TPM Cause: Unknown,text/binary,Unknown,Module extension,form_response,tpmcause_unknown,Refactor,Domain review
